航班号,日期,机型,始发地四字,目的地四字,始发时间,到达时间,飞行时间
AIC634,2020.04.16,A319,VABP,VABB,08:15,09:30,已取消
AIC634,2020.04.15,A319,VABP,VABB,08:15,09:30,已取消
AIC634,2020.03.19,A319,VABP,VABB,07:57,09:03,1:06
AIC634,2020.03.18,A319,VABP,VABB,08:20,09:20,已取消
AIC634,2020.03.17,A319,VABP,VABB,08:10,09:18,1:08
AIC634,2020.03.16,A319,VABP,VABB,07:58,09:08,1:10
AIC634,2020.03.14,A319,VABP,VABB,08:19,09:34,1:15
AIC634,2020.03.12,A319,VABP,VABB,07:55,09:03,1:07
AIC634,2020.03.11,A319,VABP,VABB,07:55,09:12,1:17
AIC634,2020.03.10,A319,VABP,VABB,07:55,09:09,1:14
ANA813,2020.05.09,Unknown,RJAA,VYYY,07:28,11:20,6:22
ANA813,2020.05.09,B763,RJAA,VYYY,07:25,24:05,已取消
ANA813,2020.05.06,Unknown,RJAA,VYYY,07:31,11:42,6:40
ANA813,2020.05.06,B763,RJAA,VYYY,07:25,24:05,已取消
ANA813,2020.05.04,Unknown,RJAA,VYYY,07:38,11:33,6:25
ANA813,2020.05.04,B763,RJAA,VYYY,07:25,24:05,已取消
ANA813,2020.05.02,B763,RJAA,VYYY,08:30,24:45,6:45
ANA813,2020.04.29,B763,RJAA,VYYY,07:49,24:09,n/a
ANA813,2020.04.27,B763,RJAA,VYYY,07:37,24:09,n/a
ANA813,2020.04.25,B763,RJAA,VYYY,07:30,11:59,6:59
ANA813,2020.04.24,B763,RJAA,VYYY,07:33,24:27,n/a
ANA813,2020.04.22,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.04.22,B763,RJAA,VYYY,07:35,11:57,6:52
ANA813,2020.04.21,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.04.21,B763,RJAA,VYYY,07:46,24:11,6:55
ANA813,2020.04.20,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.04.20,B763,RJAA,VYYY,07:24,11:55,7:01
ANA813,2020.04.18,Unknown,RJAA,VYYY,24:11,16:38,6:57
ANA813,2020.04.18,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.04.17,B763,RJAA,VYYY,24:43,17:21,n/a
ANA813,2020.04.14,B763,RJAA,VYYY,24:08,16:53,n/a
ANA813,2020.04.13,B763,RJAA,VYYY,24:31,17:05,n/a
ANA813,2020.04.12,B763,RJAA,VYYY,24:21,17:10,n/a
ANA813,2020.04.10,B763,RJAA,VYYY,24:28,17:14,7:16
ANA813,2020.04.09,B763,RJAA,VYYY,24:23,17:21,n/a
ANA813,2020.04.08,B763,RJAA,VYYY,24:27,17:12,n/a
ANA813,2020.04.05,B763,RJAA,VYYY,24:03,16:56,n/a
ANA813,2020.04.04,B763,RJAA,VYYY,24:23,16:57,n/a
ANA813,2020.04.01,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.04.01,B763,RJAA,VYYY,24:07,17:00,7:23
ANA813,2020.03.31,B763,RJAA,VYYY,24:10,16:50,已取消
ANA813,2020.03.31,B763,RJAA,VYYY,24:03,16:23,6:50
ANA813,2020.03.29,B763,RJAA,VYYY,24:20,16:38,6:48
ANA813,2020.03.28,B763,RJAA,VYYY,11:13,15:46,7:03
ANA813,2020.03.26,B763,RJAA,VYYY,11:34,16:06,7:02
ANA813,2020.03.24,B763,RJAA,VYYY,11:23,16:19,7:26
ANA813,2020.03.23,B763,RJAA,VYYY,11:11,15:58,7:17
ANA813,2020.03.22,B763,RJAA,VYYY,11:18,15:57,7:09
ANA813,2020.03.21,B763,RJAA,VYYY,11:30,16:05,7:05
ANA813,2020.03.20,B763,RJAA,VYYY,11:19,16:16,7:27
ANA813,2020.03.19,B763,RJAA,VYYY,11:20,16:11,7:21
ANA813,2020.03.18,B763,RJAA,VYYY,11:34,16:20,7:16
ANA813,2020.03.17,B763,RJAA,VYYY,11:29,16:16,7:17
ANA813,2020.03.16,B763,RJAA,VYYY,11:17,15:53,7:06
ANA813,2020.03.15,B763,RJAA,VYYY,11:08,15:48,7:10
ANA813,2020.03.14,B763,RJAA,VYYY,11:19,16:08,7:19
ANA813,2020.03.13,B763,RJAA,VYYY,11:18,15:52,7:04
ANA813,2020.03.12,B763,RJAA,VYYY,11:12,16:02,7:20
ANA813,2020.03.11,B763,RJAA,VYYY,11:10,16:00,7:20
ANA813,2020.03.10,B763,RJAA,VYYY,11:19,16:01,7:12
GLO1698,2020.03.25,B738,SBGR,SBSV,21:20,23:20,已取消
GLO1698,2020.03.24,B738,SBGR,SBSV,21:11,23:10,1:59
GLO1698,2020.03.23,B738,SBGR,SBSV,21:14,23:10,1:56
GLO1698,2020.03.22,B738,SBGR,SBSV,21:08,23:04,1:55
GLO1698,2020.03.21,B738,SBGR,SBSV,21:13,23:19,2:06
GLO1698,2020.03.20,B738,SBGR,SBSV,21:14,23:12,1:58
GLO1698,2020.03.19,B738,SBGR,SBSV,21:19,23:16,1:56
GLO1698,2020.03.18,B738,SBGR,SBSV,21:27,23:18,1:50
GLO1698,2020.03.17,B738,SBGR,SBSV,21:22,23:15,1:52
GLO1698,2020.03.16,B738,SBGR,SBSV,21:29,23:22,1:52
GLO1698,2020.03.15,B738,SBGR,SBSV,21:18,23:13,1:54
GLO1698,2020.03.14,B738,SBGR,SBSV,21:18,23:14,1:56
GLO1698,2020.03.13,B738,SBGR,SBSV,22:35,12:31,1:56
GLO1698,2020.03.12,B738,SBGR,SBSV,21:25,23:26,2:01
GLO1698,2020.03.11,B738,SBGR,SBSV,21:24,23:20,1:56
GLO1698,2020.03.10,B738,SBGR,SBSV,21:25,23:20,1:54
GLO1698,2020.03.09,B738,SBGR,SBSV,21:28,23:27,1:59
ANZ428,2020.06.07,A320,NZWN,NZAA,13:05,13:51,0:45
ANZ428,2020.06.06,A320,NZWN,NZAA,24:55,13:40,0:44
ANZ428,2020.06.05,A320,NZWN,NZAA,13:03,13:49,0:46
ANZ428,2020.06.04,A320,NZWN,NZAA,13:16,14:07,0:50
ANZ428,2020.06.03,A320,NZWN,NZAA,24:51,13:38,0:47
ANZ428,2020.06.02,A320,NZWN,NZAA,13:03,13:52,0:48
ANZ428,2020.06.01,A21N,NZWN,NZAA,13:15,14:02,0:46
ANZ428,2020.05.31,A320,NZWN,NZAA,13:02,13:48,0:45
ANZ428,2020.05.29,A320,NZWN,NZAA,13:01,13:47,0:45
ANZ428,2020.05.28,A21N,NZWN,NZAA,13:02,13:49,0:46
ANZ428,2020.05.27,A320,NZWN,NZAA,13:04,13:48,0:43
ANZ428,2020.05.26,A320,NZWN,NZAA,15:50,16:34,0:43
ANZ428,2020.05.25,A21N,NZWN,NZAA,13:47,14:48,1:01
ANZ428,2020.05.24,A320,NZWN,NZAA,24:58,13:45,0:46
ANZ428,2020.05.23,A320,NZWN,NZAA,24:53,13:37,0:43
ANZ428,2020.05.22,A320,NZWN,NZAA,24:53,13:38,0:44
ANZ428,2020.05.21,A320,NZWN,NZAA,24:53,13:35,0:41
ANZ428,2020.05.20,A320,NZWN,NZAA,13:02,13:43,0:40
ANZ428,2020.05.19,A320,NZWN,NZAA,24:55,13:36,0:40
ANZ428,2020.05.18,A320,NZWN,NZAA,24:56,13:42,0:45
ANZ428,2020.03.28,A320,NZWN,NZAA,24:55,13:40,已取消
ANZ428,2020.03.27,A320,NZWN,NZAA,24:55,13:42,0:46
ANZ428,2020.03.26,A320,NZWN,NZAA,24:54,13:38,0:44
ANZ428,2020.03.25,A320,NZWN,NZAA,24:59,13:42,0:42
ANZ428,2020.03.24,A320,NZWN,NZAA,13:03,13:46,0:42
ANZ428,2020.03.23,A320,NZWN,NZAA,24:53,13:43,0:50
ANZ428,2020.03.21,A320,NZWN,NZAA,24:55,13:40,已取消
ANZ428,2020.03.20,A320,NZWN,NZAA,13:07,13:52,0:45
ANZ428,2020.03.19,A320,NZWN,NZAA,13:06,13:52,0:46
ANZ428,2020.03.18,A320,NZWN,NZAA,24:58,13:45,0:47
ANZ428,2020.03.17,A320,NZWN,NZAA,13:11,13:57,0:45
ANZ428,2020.03.16,A320,NZWN,NZAA,13:00,13:46,0:45
ANZ428,2020.03.15,A320,NZWN,NZAA,24:53,13:38,0:44
ANZ428,2020.03.14,A320,NZWN,NZAA,13:05,13:48,0:43
ANZ428,2020.03.13,A320,NZWN,NZAA,24:53,13:36,0:43
ANZ428,2020.03.12,A320,NZWN,NZAA,13:04,13:48,0:43
ANZ428,2020.03.11,A320,NZWN,NZAA,24:47,13:42,0:54
QFA797,2020.03.27,B738,YBAS,YMML,11:45,15:32,2:16
QFA797,2020.03.25,B738,YBAS,YMML,11:49,15:41,2:22
QFA797,2020.03.23,B738,YBAS,YMML,11:50,15:36,2:16
QFA797,2020.03.22,B738,YBAS,YMML,11:47,15:31,2:14
QFA797,2020.03.20,B738,YBAS,YMML,11:39,15:32,2:23
QFA797,2020.03.18,B738,YBAS,YMML,11:47,15:43,2:25
QFA797,2020.03.16,B738,YBAS,YMML,11:41,15:36,2:24
QFA797,2020.03.15,B738,YBAS,YMML,11:43,15:48,2:34
QFA797,2020.03.13,B738,YBAS,YMML,11:52,15:41,2:18
QFA797,2020.03.11,B738,YBAS,YMML,11:42,15:32,2:19
SWA2854,2020.05.01,B737,KMDW,KATL,17:07,19:24,1:17
SWA2854,2020.04.30,B738,KMDW,KATL,16:49,19:03,1:13
SWA2854,2020.04.29,B737,KMDW,KATL,16:53,19:21,1:27
SWA2854,2020.04.28,B737,KMDW,KATL,16:50,19:09,1:18
SWA2854,2020.04.27,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.24,B737,KMDW,KATL,16:49,19:15,1:25
SWA2854,2020.04.23,B737,KMDW,KATL,16:44,19:09,1:24
SWA2854,2020.04.22,B737,KMDW,KATL,16:49,19:09,1:19
SWA2854,2020.04.21,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.20,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.17,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.16,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.15,B737,KMDW,KATL,16:51,19:12,1:20
SWA2854,2020.04.14,B737,KMDW,KATL,16:55,19:35,已取消
SWA2854,2020.04.11,B737,KDEN,KBOS,10:21,15:34,3:12
SWA2854,2020.04.04,B737,KDEN,KBOS,10:25,15:55,已取消
SWA2854,2020.03.28,B737,KDEN,KBOS,10:22,15:33,3:10
SWA2854,2020.03.21,B737,KDEN,KBOS,10:26,15:34,3:07
SWA2854,2020.03.14,B737,KDEN,KBOS,10:37,15:44,3:06
DAL1998,2020.03.28,MD88,KMIA,KATL,18:24,19:52,已取消
DAL1998,2020.03.28,MD80,KATL,KMIA,15:27,16:53,已取消
DAL1998,2020.03.27,A321,KMIA,KATL,18:22,19:58,已取消
DAL1998,2020.03.27,A321,KATL,KMIA,15:34,17:08,已取消
DAL1998,2020.03.26,A321,KMIA,KATL,18:22,19:55,已取消
DAL1998,2020.03.26,A321,KATL,KMIA,15:26,16:52,已取消
DAL1998,2020.03.25,A321,KMIA,KATL,18:22,20:00,已取消
DAL1998,2020.03.25,A321,KATL,KMIA,15:26,16:50,已取消
DAL1998,2020.03.24,A321,KMIA,KATL,18:22,19:58,已取消
DAL1998,2020.03.24,A321,KATL,KMIA,15:26,16:50,已取消
DAL1998,2020.03.23,A321,KMIA,KATL,18:22,19:55,已取消
DAL1998,2020.03.23,A321,KATL,KMIA,15:26,16:53,已取消
DAL1998,2020.03.22,A321,KATL,KMIA,15:26,16:54,已取消
DAL1998,2020.03.21,MD88,KMIA,KATL,18:27,19:52,1:25
DAL1998,2020.03.21,MD88,KATL,KMIA,15:33,16:57,1:23
DAL1998,2020.03.20,A321,KATL,KMIA,15:26,16:53,已取消
DAL1998,2020.03.19,A321,KMIA,KATL,18:39,20:05,1:26
DAL1998,2020.03.19,A321,KATL,KMIA,15:37,17:00,1:23
DAL1998,2020.03.18,A321,KMIA,KATL,18:25,19:52,1:27
DAL1998,2020.03.18,A321,KATL,KMIA,15:31,16:54,1:23
DAL1998,2020.03.17,A321,KMIA,KATL,18:27,19:52,1:24
DAL1998,2020.03.17,A321,KATL,KMIA,15:37,16:59,1:21
DAL1998,2020.03.16,A321,KMIA,KATL,18:29,19:57,1:28
DAL1998,2020.03.16,A321,KATL,KMIA,15:32,16:54,1:21
DAL1998,2020.03.15,A321,KMIA,KATL,18:50,20:18,1:27
DAL1998,2020.03.15,A321,KATL,KMIA,15:36,17:00,1:23
DAL1998,2020.03.14,MD88,KMIA,KATL,19:48,21:12,1:23
DAL1998,2020.03.14,MD88,KATL,KMIA,17:06,18:30,1:24
DAL1998,2020.03.13,A321,KMIA,KATL,18:30,19:55,1:24
DAL1998,2020.03.13,A321,KATL,KMIA,15:33,16:53,1:19
DAL1998,2020.03.12,A321,KMIA,KATL,18:32,20:10,1:37
DAL1998,2020.03.12,A321,KATL,KMIA,15:35,16:53,1:17
DAL1998,2020.03.11,MD90,KMIA,KATL,18:15,19:42,1:26
DAL1998,2020.03.11,MD90,KATL,KMIA,15:28,16:51,1:23
DAL1998,2020.03.10,MD90,KMIA,KATL,18:15,19:44,1:28
DAL1998,2020.03.10,MD90,KATL,KMIA,15:21,16:42,1:21
AIQ3102,2020.06.12,A320,VTBD,VTSS,08:45,09:45,已排班
AIQ3102,2020.06.11,A320,VTBD,VTSS,08:45,09:45,已排班
AIQ3102,2020.06.10,A320,VTBD,VTSS,08:45,09:53,1:08
AIQ3102,2020.06.09,A320,VTBD,VTSS,08:46,09:52,1:05
AIQ3102,2020.06.08,A320,VTBD,VTSS,08:44,09:51,1:06
AIQ3102,2020.06.07,A320,VTBD,VTSS,08:47,09:55,1:07
AIQ3102,2020.06.06,A320,VTBD,VTSS,08:38,09:46,1:07
AIQ3102,2020.06.05,A320,VTBD,VTSS,08:46,09:53,1:06
AIQ3102,2020.06.04,A320,VTBD,VTSS,08:53,10:00,1:06
AIQ3102,2020.06.03,A320,VTBD,VTSS,08:44,09:49,1:04
AIQ3102,2020.06.02,A320,VTBD,VTSS,08:45,09:50,1:05
AIQ3102,2020.06.01,A320,VTBD,VTSS,08:41,09:47,1:05
AIQ3102,2020.03.31,A320,VTBD,VTSS,06:45,07:44,0:58
AIQ3102,2020.03.30,A320,VTBD,VTSS,06:51,07:54,1:02
AIQ3102,2020.03.29,A320,VTBD,VTSS,06:42,07:43,1:00
AIQ3102,2020.03.28,A320,VTBD,VTSS,06:39,07:45,1:05
AIQ3102,2020.03.27,A320,VTBD,VTSS,06:47,07:46,0:58
AIQ3102,2020.03.26,A320,VTBD,VTSS,06:35,07:35,0:59
AIQ3102,2020.03.25,A320,VTBD,VTSS,06:33,07:34,1:00
AIQ3102,2020.03.24,A320,VTBD,VTSS,06:36,07:38,1:01
AIQ3102,2020.03.23,A320,VTBD,VTSS,06:34,07:34,0:59
AIQ3102,2020.03.22,A320,VTBD,VTSS,06:40,07:42,1:01
AIQ3102,2020.03.21,A320,VTBD,VTSS,06:47,07:48,1:00
AIQ3102,2020.03.20,A320,VTBD,VTSS,06:37,07:46,1:08
AIQ3102,2020.03.19,A320,VTBD,VTSS,06:36,07:40,1:03
AIQ3102,2020.03.18,A320,VTBD,VTSS,06:37,07:36,0:58
AIQ3102,2020.03.17,A320,VTBD,VTSS,06:34,07:35,1:00
AIQ3102,2020.03.16,A320,VTBD,VTSS,06:40,07:40,0:59
AIQ3102,2020.03.15,A320,VTBD,VTSS,06:39,07:38,0:58
AIQ3102,2020.03.14,A320,VTBD,VTSS,06:35,07:35,0:59
AIQ3102,2020.03.13,A320,VTBD,VTSS,06:43,07:43,0:59
AIQ3102,2020.03.12,A320,VTBD,VTSS,06:42,07:42,0:59
AIQ3102,2020.03.11,A320,VTBD,VTSS,06:43,07:42,0:58
RPA4343,2020.06.11,E75L,KPHL,KEYW,10:58,13:33,已排班
RPA4343,2020.06.10,E75L,KPHL,KEYW,11:09,13:40,在途中
RPA4343,2020.06.08,E75L,KPHL,KEYW,10:57,13:30,2:32
RPA4343,2020.06.07,E75S,KPHL,KEYW,11:08,13:48,2:40
RPA4343,2020.06.06,E75S,KDCA,KEYW,24:07,14:32,2:24
RPA4343,2020.06.05,E75L,KPHL,KEYW,10:55,13:40,2:45
RPA4343,2020.06.04,E75S,KPHL,KEYW,11:05,13:41,2:36
RPA4343,2020.06.03,E75S,KMIA,KEYW,14:47,15:20,0:33
RPA4343,2020.06.03,E75S,KPHL,KMIA,10:59,13:56,2:57
RPA4343,2020.06.01,E75L,KPHL,KEYW,10:57,13:29,2:32
RPA4343,2020.05.31,E75S,KPHL,KEYW,11:02,13:42,2:40
RPA4343,2020.05.29,E75L,KPHL,KEYW,10:53,13:33,2:40
RPA4343,2020.05.28,E75S,KPHL,KEYW,10:56,13:47,2:50
RPA4343,2020.05.27,E75L,KPHL,KEYW,11:06,13:51,2:45
RPA4343,2020.05.25,E75L,KPHL,KEYW,11:00,13:54,2:54
RPA4343,2020.05.24,E75L,KPHL,KEYW,10:55,13:41,2:46
RPA4343,2020.05.22,E75L,KPHL,KEYW,11:22,14:20,2:58
RPA4343,2020.05.21,E75S,KPHL,KEYW,10:55,13:39,2:44
RPA4343,2020.05.20,E75S,KPHL,KEYW,10:47,13:27,2:40
RPA4343,2020.05.18,E75S,KPHL,KEYW,10:51,13:51,2:59
RPA4343,2020.05.17,E75S,KPHL,KEYW,11:06,13:46,2:40
RPA4343,2020.05.15,E75S,KPHL,KEYW,11:01,13:42,2:40
RPA4343,2020.05.14,E75S,KPHL,KEYW,11:09,13:49,2:39
RPA4343,2020.05.13,E75S,KPHL,KEYW,10:49,13:24,2:34
RPA4343,2020.05.11,E75S,KPHL,KEYW,10:50,13:29,2:39
RPA4343,2020.05.10,E75S,KPHL,KEYW,11:11,14:19,3:07
RPA4343,2020.05.08,E75S,KPHL,KEYW,10:51,13:37,2:46
RPA4343,2020.05.07,E75S,KPHL,KEYW,10:56,13:41,2:44
RPA4343,2020.05.03,E75S,KATL,KPHL,07:59,09:35,1:35
RPA4343,2020.04.29,E75S,KATL,KPHL,07:56,09:26,1:29
RPA4343,2020.04.28,E75S,KATL,KPHL,05:51,07:26,1:35
RPA4343,2020.04.20,E75S,KATL,KPHL,05:29,06:54,1:25
RPA4343,2020.04.13,E75S,KATL,KPHL,05:28,07:12,1:43
RPA4343,2020.04.09,E75S,KATL,KPHL,07:51,09:35,1:44
RPA4343,2020.04.08,E75S,KATL,KPHL,07:53,09:38,1:44
RPA4343,2020.04.05,E75S,KLGA,KCVG,21:08,22:40,1:32
RPA4343,2020.04.03,E75L,KLGA,KCVG,21:20,22:47,1:26
RPA4343,2020.04.02,E75S,KLGA,KCVG,21:13,22:41,1:28
RPA4343,2020.04.01,E75S,KLGA,KCVG,21:13,22:42,1:28
RPA4343,2020.03.31,E75S,KLGA,KCVG,21:12,22:46,1:33
RPA4343,2020.03.29,E75S,KLGA,KCVG,21:05,22:55,1:50
RPA4343,2020.03.28,E75L,KLGA,KCVG,21:23,23:07,1:43
RPA4343,2020.03.26,E75L,KLGA,KCVG,21:26,23:06,1:39
RPA4343,2020.03.25,E75L,KLGA,KCVG,21:10,22:44,1:33
RPA4343,2020.03.24,E75L,KLGA,KCVG,23:24,01:21,1:56
RPA4343,2020.03.23,E75L,KLGA,KCVG,21:21,23:05,1:44
RPA4343,2020.03.22,E75L,KLGA,KCVG,21:18,23:04,1:46
RPA4343,2020.03.21,E75L,KLGA,KCVG,21:27,23:18,1:50
RPA4343,2020.03.20,E75L,KLGA,KCVG,21:14,23:02,1:47
RPA4343,2020.03.19,E75L,KLGA,KCVG,21:21,23:00,1:38
RPA4343,2020.03.18,E75L,KLGA,KCVG,21:14,22:57,1:42
RPA4343,2020.03.17,E75L,KLGA,KCVG,21:16,22:51,1:34
RPA4343,2020.03.16,E75L,KLGA,KCVG,21:17,23:00,1:42
RPA4343,2020.03.15,E75L,KLGA,KCVG,21:23,23:06,1:43
RPA4343,2020.03.14,E75S,KLGA,KCVG,21:20,23:04,1:43
RPA4343,2020.03.13,E75L,KLGA,KCVG,22:02,23:45,1:43
RPA4343,2020.03.12,E75L,KLGA,KCVG,21:26,23:06,1:39
RPA4343,2020.03.11,E75L,KLGA,KCVG,21:48,23:20,1:32
RPA4343,2020.03.10,E75S,KLGA,KCVG,21:20,22:51,1:30
RPA4343,2020.03.09,E75L,KLGA,KCVG,21:28,23:05,1:36
AAL887,2020.06.11,A319,KPHX,KSAT,16:34,20:23,已排班
AAL887,2020.06.10,A319,KPHX,KSAT,16:38,20:23,已排班
AAL887,2020.06.09,A321,KPHX,KSAT,16:40,20:25,1:45
AAL887,2020.06.08,A319,KPHX,KSAT,16:38,20:28,1:50
AAL887,2020.06.07,A319,KPHX,KSAT,16:40,20:25,1:44
AAL887,2020.06.06,A319,KPHX,KSAT,16:29,20:15,1:45
AAL887,2020.06.05,A319,KPHX,KSAT,16:39,20:26,1:46
AAL887,2020.06.04,A319,KPHX,KSAT,16:52,20:35,1:42
AAL887,2020.06.03,A319,KPHX,KSAT,15:33,19:16,1:43
AAL887,2020.06.01,A319,KPHX,KSAT,15:34,19:24,1:50
AAL887,2020.05.31,A319,KPHX,KSAT,15:32,19:26,1:53
AAL887,2020.05.29,A319,KPHX,KSAT,16:10,20:04,1:54
AAL887,2020.05.28,A319,KPHX,KSAT,16:01,19:47,1:45
AAL887,2020.05.27,A319,KPHX,KSAT,15:36,19:22,1:45
AAL887,2020.05.25,A319,KPHX,KSAT,15:36,19:20,1:43
AAL887,2020.05.24,A319,KPHX,KSAT,15:33,19:29,1:55
AAL887,2020.05.22,A319,KPHX,KSAT,15:35,19:19,1:43
AAL887,2020.05.21,A319,KPHX,KSAT,15:33,19:14,1:41
AAL887,2020.05.20,A319,KPHX,KSAT,15:34,19:18,1:44
AAL887,2020.05.18,A320,KPHX,KSAT,15:32,19:21,1:48
AAL887,2020.05.17,A319,KPHX,KSAT,15:28,19:14,1:45
AAL887,2020.05.15,A319,KPHX,KSAT,15:28,19:18,1:50
AAL887,2020.05.14,A319,KPHX,KSAT,15:22,19:08,1:45
AAL887,2020.05.13,A319,KPHX,KSAT,15:36,19:25,1:48
AAL887,2020.05.11,A320,KPHX,KSAT,15:54,19:43,1:48
AAL887,2020.05.10,A319,KPHX,KSAT,15:36,19:16,1:39
AAL887,2020.05.08,A319,KPHX,KSAT,15:34,19:19,1:45
AAL887,2020.05.04,A319,KPHX,KSAT,16:05,19:46,1:41
AAL887,2020.04.29,A319,KPHX,KSAT,16:09,19:59,1:50
AAL887,2020.04.27,A319,KPHX,KSAT,16:06,20:02,1:56
AAL887,2020.04.22,A319,KPHX,KSAT,16:05,19:45,1:39
AAL887,2020.04.18,A319,KPHX,KSAT,16:16,20:06,已取消
AAL887,2020.04.15,A319,KPHX,KSAT,16:20,20:00,1:39
AAL887,2020.04.10,A319,KPHX,KSAT,15:58,19:39,1:40
AAL887,2020.04.08,A319,KPHX,KSAT,16:07,19:52,1:44
AAL887,2020.04.07,A319,KPHX,KSAT,16:08,19:54,1:46
AAL887,2020.04.06,A319,KPHX,KSAT,16:16,20:04,已取消
AAL887,2020.04.05,A320,KPHX,KSAT,16:11,19:50,1:38
AAL887,2020.04.04,A320,KPHX,KSAT,16:06,19:54,1:47
AAL887,2020.04.03,A319,KPHX,KSAT,16:16,20:04,已取消
AAL887,2020.04.02,A319,KPHX,KSAT,16:00,19:41,1:41
